iso3c,country,variablename,dimension,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CHN,China,Non-state and one-sided violence,Security,,,,,,,,,0,
CHN,China,Physical integrity,Political,,,,,,,,,0.279,
CHN,China,Police officers,Security,,,,,,,,,,2.5
CHN,China,Regional government independence,Political,,,,,,,,,0,
CHN,China,Regulatory quality,Economic,,,,,,,,,-0.1350215,
CHN,China,Remoteness,Economic,,,,,,,29.5509185791016,,,
CHN,China,Resource dependence,Economic,,,,,,,,1.49618995343775,,
CHN,China,Rule of law,Environmental,,,,,,,,,-0.2015748,
CHN,China,Rule of law,Security,,,,,,,,,-0.2015748,
CHN,China,Share of women in labour force,Economic,,,,,,,,,,80.3884406632263
CHN,China,Socio-economic vulnerability,Economic,,,,,,,,,2.7,
CHN,China,Socio-economic vulnerability,Environmental,,,,,,,,,2.7,
CHN,China,Stability,Political,,,,,,,,,-0.2610621,
CHN,China,Strength of civil society,Environmental,,,,,,,,,0.154,
CHN,China,Strength of civil society,Societal,,,,,,,,,0.154,
CHN,China,Unemployment rate,Economic,,,,,,,,,4.41699981689453,
CHN,China,Uprooted people,Societal,,,,,,,,,5.3,
CHN,China,Urbanisation,Environmental,,,,,,,,,2.49162820140588,
CHN,China,Urbanisation,Societal,,,,,,,,,2.49162820140588,
CHN,China,Violent crime,Security,,,,,,,1.33333333333333,,,
CHN,China,Voice and accountability,Political,,,,,,,,,-1.449377,
CHN,China,Voice and accountability,Societal,,,,,,,,,-1.449377,
CHN,China,Women in parliament,Political,,,,,,,,,24.9,
CIV,Côte d’Ivoire,Access to justice,Societal,,,,,,,,,0.505,
CIV,Côte d’Ivoire,Aid dependency,Economic,,,,,,,,,0.7,
CIV,Côte d’Ivoire,Armed security officers,Security,,,,,,,,,,1.165
CIV,Côte d’Ivoire,Battle-related deaths,Security,,,,,,,,,0,
CIV,Côte d’Ivoire,Clientelism,Political,,,,,,,,,0.257,
CIV,Côte d’Ivoire,Conflict risk,Security,,,,,,,,,6.4,
CIV,Côte d’Ivoire,Control over territory,Security,,,,,,,,,83,
CIV,Côte d’Ivoire,Corruption,Political,,,,,,,,,35,
CIV,Côte d’Ivoire,Debt,Economic,,,,,,,,,53.209,
CIV,Côte d’Ivoire,Disaster risk,Environmental,,,,,,,,,3.8,
CIV,Côte d’Ivoire,Education,Economic,,,,,,,,,0.441,
CIV,Côte d’Ivoire,Environmental performance,Environmental,,,,,,,,,45.25,
CIV,Côte d’Ivoire,Food insecurity,Economic,,,,,,,,,4.2,
CIV,Côte d’Ivoire,Food insecurity,Environmental,,,,,,,,,4.2,
CIV,Côte d’Ivoire,Formal alliances,Security,,,,,,,4,,,
CIV,Côte d’Ivoire,GDP growth,Economic,,,,,,,,,4.72569209854963,
CIV,Côte d’Ivoire,Gender discrimination,Security,,,,,,,,35.6,,
CIV,Côte d’Ivoire,Gender inequality,Societal,,,,,,,,,0.657,
CIV,Côte d’Ivoire,GINI,Societal,,,,,,,,44.5,,
CIV,Côte d’Ivoire,Government effectiveness,Environmental,,,,,,,,,-0.5705186,
CIV,Côte d’Ivoire,Government effectiveness,Political,,,,,,,,,-0.5705186,
CIV,Côte d’Ivoire,Horizontal inequality,Societal,,,,,,,,,1.319,
CIV,Côte d’Ivoire,Impact of terrorism,Security,,,,,,,,,2.598,
CIV,Côte d’Ivoire,Infectious diseases,Environmental,,,,,,,,336.593727266313,,
CIV,Côte d’Ivoire,Judicial constraints,Political,,,,,,,,,0.646,
CIV,Côte d’Ivoire,Legislative constraints,Political,,,,,,,,,0.559,
CIV,Côte d’Ivoire,NEET,Economic,,,,,,,,34.83,,
CIV,Côte d’Ivoire,Non-state and one-sided violence,Security,,,,,,,,,0.0657635677726167,
CIV,Côte d’Ivoire,Physical integrity,Political,,,,,,,,,0.836,
CIV,Côte d’Ivoire,Police officers,Security,,,,,,,,,,1.409
CIV,Côte d’Ivoire,Regional government independence,Political,,,,,,,,,0.84,
CIV,Côte d’Ivoire,Regulatory quality,Economic,,,,,,,,,-0.1907277,
CIV,Côte d’Ivoire,Remoteness,Economic,,,,,,,44.6402053833008,,,
CIV,Côte d’Ivoire,Resource dependence,Economic,,,,,,,,3.31817353267964,,
CIV,Côte d’Ivoire,Rule of law,Environmental,,,,,,,,,-0.5795925,
CIV,Côte d’Ivoire,Rule of law,Security,,,,,,,,,-0.5795925,
CIV,Côte d’Ivoire,Share of women in labour force,Economic,,,,,,,,,,73.3857454171176
CIV,Côte d’Ivoire,Socio-economic vulnerability,Economic,,,,,,,,,6.1,
CIV,Côte d’Ivoire,Socio-economic vulnerability,Environmental,,,,,,,,,6.1,
CIV,Côte d’Ivoire,Stability,Political,,,,,,,,,-0.9311823,
CIV,Côte d’Ivoire,Strength of civil society,Environmental,,,,,,,,,0.772,
CIV,Côte d’Ivoire,Strength of civil society,Societal,,,,,,,,,0.772,
CIV,Côte d’Ivoire,Unemployment rate,Economic,,,,,,,,,2.48000001907349,
CIV,Côte d’Ivoire,Uprooted people,Societal,,,,,,,,,7.1,
CIV,Côte d’Ivoire,Urbanisation,Environmental,,,,,,,,,3.44846173720778,
CIV,Côte d’Ivoire,Urbanisation,Societal,,,,,,,,,3.44846173720778,
CIV,Côte d’Ivoire,Violent crime,Security,,,,,,,1,,,
CIV,Côte d’Ivoire,Voice and accountability,Political,,,,,,,,,-0.2161922,
CIV,Côte d’Ivoire,Voice and accountability,Societal,,,,,,,,,-0.2161922,
CIV,Côte d’Ivoire,Women in parliament,Political,,,,,,,,,10.6,
CMR,Cameroon,Access to justice,Societal,,,,,,,,,0.229,
CMR,Cameroon,Aid dependency,Economic,,,,,,,,,1.3,
CMR,Cameroon,Armed security officers,Security,,,,,,,,,,1.092
CMR,Cameroon,Battle-related deaths,Security,,,,,,,,,1.42567327274193,
CMR,Cameroon,Clientelism,Political,,,,,,,,,0.83,
CMR,Cameroon,Conflict risk,Security,,,,,,,,,6.8,
CMR,Cameroon,Control over territory,Security,,,,,,,,,88.714,
CMR,Cameroon,Corruption,Political,,,,,,,,,25,
CMR,Cameroon,Debt,Economic,,,,,,,,37.56,,
CMR,Cameroon,Disaster risk,Environmental,,,,,,,,,3.6,
CMR,Cameroon,Education,Economic,,,,,,,,,0.564,
CMR,Cameroon,Environmental performance,Environmental,,,,,,,,,40.81,
CMR,Cameroon,Food insecurity,Economic,,,,,,,,,2.6,
CMR,Cameroon,Food insecurity,Environmental,,,,,,,,,2.6,
CMR,Cameroon,Formal alliances,Security,,,,,,,2,,,
CMR,Cameroon,GDP growth,Economic,,,,,,,,,1.18190526560507,
CMR,Cameroon,Gender discrimination,Security,,,,,,,,26.3,,
CMR,Cameroon,Gender inequality,Societal,,,,,,,,,0.566,
CMR,Cameroon,GINI,Societal,,,,,,,,46.5400009155273,,
CMR,Cameroon,Government effectiveness,Environmental,,,,,,,,,-0.7996525,
CMR,Cameroon,Government effectiveness,Political,,,,,,,,,-0.7996525,
CMR,Cameroon,Homicide rate,Security,,,,,,,,1.4,,
CMR,Cameroon,Horizontal inequality,Societal,,,,,,,,,-0.143,
CMR,Cameroon,Impact of terrorism,Security,,,,,,,,,6.62,
CMR,Cameroon,Infectious diseases,Environmental,,,,,,,,371.264568060791,,
CMR,Cameroon,Judicial constraints,Political,,,,,,,,,0.113,
CMR,Cameroon,Legislative constraints,Political,,,,,,,,,0.253,
CMR,Cameroon,NEET,Economic,,,,,17.01,,,,,
CMR,Cameroon,Non-state and one-sided violence,Security,,,,,,,,,0.871035369912845,
CMR,Cameroon,Physical integrity,Political,,,,,,,,,0.402,
CMR,Cameroon,Police officers,Security,,,,,,,,,,1.086
CMR,Cameroon,Regional government independence,Political,,,,,,,,,0.021,
CMR,Cameroon,Regulatory quality,Economic,,,,,,,,,-0.7993764,
CMR,Cameroon,Remoteness,Economic,,,,,,,44.2126884460449,,,
CMR,Cameroon,Resource dependence,Economic,,,,,,,,6.5804386864521,,
CMR,Cameroon,Rule of law,Environmental,,,,,,,,,-1.079662,
CMR,Cameroon,Rule of law,Security,,,,,,,,,-1.079662,
CMR,Cameroon,Share of women in labour force,Economic,,,,,,,,,,87.4017116356412
CMR,Cameroon,Socio-economic vulnerability,Economic,,,,,,,,,6,
CMR,Cameroon,Socio-economic vulnerability,Environmental,,,,,,,,,6,
CMR,Cameroon,Stability,Political,,,,,,,,,-1.37598,
CMR,Cameroon,Strength of civil society,Environmental,,,,,,,,,0.534,
CMR,Cameroon,Strength of civil society,Societal,,,,,,,,,0.534,
CMR,Cameroon,Unemployment rate,Economic,,,,,,,,,3.36100006103516,
CMR,Cameroon,Uprooted people,Societal,,,,,,,,,9,
CMR,Cameroon,Urbanisation,Environmental,,,,,,,,,3.67693315164019,
CMR,Cameroon,Urbanisation,Societal,,,,,,,,,3.67693315164019,
CMR,Cameroon,Violent crime,Security,,,,,,,3.33333333333333,,,
CMR,Cameroon,Voice and accountability,Political,,,,,,,,,-1.104003,
CMR,Cameroon,Voice and accountability,Societal,,,,,,,,,-1.104003,
CMR,Cameroon,Women in parliament,Political,,,,,,,,,31.1,
COD,Congo - Kinshasa,Access to justice,Societal,,,,,,,,,0.166,
COD,Congo - Kinshasa,Aid dependency,Economic,,,,,,,,,2,
COD,Congo - Kinshasa,Armed security officers,Security,,,,,,,,,,1.243
COD,Congo - Kinshasa,Battle-related deaths,Security,,,,,,,,,0.665602284736404,
COD,Congo - Kinshasa,Clientelism,Political,,,,,,,,,0.826,
COD,Congo - Kinshasa,Conflict risk,Security,,,,,,,,,7,
COD,Congo - Kinshasa,Control over territory,Security,,,,,,,,,77.5,
COD,Congo - Kinshasa,Corruption,Political,,,,,,,,,20,
COD,Congo - Kinshasa,Debt,Economic,,,,,,,,,15.298,
COD,Congo - Kinshasa,Disaster risk,Environmental,,,,,,,,,4.6,
COD,Congo - Kinshasa,Education,Economic,,,,,,,,,0.495,
COD,Congo - Kinshasa,Environmental performance,Environmental,,,,,,,,,30.41,
COD,Congo - Kinshasa,Food insecurity,Economic,,,,,,,,,9.2,
COD,Congo - Kinshasa,Food insecurity,Environmental,,,,,,,,,9.2,
COD,Congo - Kinshasa,Formal alliances,Security,,,,,,,7,,,
COD,Congo - Kinshasa,GDP growth,Economic,,,,,,,,,2.39991066370666,
COD,Congo - Kinshasa,Gender discrimination,Security,,,,,,,,35.1,,
COD,Congo - Kinshasa,Gender inequality,Societal,,,,,,,,,0.655,
COD,Congo - Kinshasa,GINI,Societal,,,,,,,,42.0999984741211,,
COD,Congo - Kinshasa,Government effectiveness,Environmental,,,,,,,,,-1.554787,
COD,Congo - Kinshasa,Government effectiveness,Political,,,,,,,,,-1.554787,
COD,Congo - Kinshasa,Horizontal inequality,Societal,,,,,,,,,0.841,
COD,Congo - Kinshasa,Impact of terrorism,Security,,,,,,,,,7.039,
COD,Congo - Kinshasa,Infectious diseases,Environmental,,,,,,,,354.656583706867,,
COD,Congo - Kinshasa,Judicial constraints,Political,,,,,,,,,0.202,
COD,Congo - Kinshasa,Legislative constraints,Political,,,,,,,,,0.268,
COD,Congo - Kinshasa,NEET,Economic,,,21.36,,,,,,,
COD,Congo - Kinshasa,Non-state and one-sided violence,Security,,,,,,,,,1.96474167197106,
COD,Congo - Kinshasa,Physical integrity,Political,,,,,,,,,0.131,
COD,Congo - Kinshasa,Police officers,Security,,,,,,,,,,1.5
COD,Congo - Kinshasa,Regional government independence,Political,,,,,,,,,0.419,
COD,Congo - Kinshasa,Regulatory quality,Economic,,,,,,,,,-1.474037,
COD,Congo - Kinshasa,Remoteness,Economic,,,,,,,53.8327102661133,,,
COD,Congo - Kinshasa,Resource dependence,Economic,,,,,,,,32.7024967375076,,
COD,Congo - Kinshasa,Rule of law,Environmental,,,,,,,,,-1.784221,
COD,Congo - Kinshasa,Rule of law,Security,,,,,,,,,-1.784221,
COD,Congo - Kinshasa,Share of women in labour force,Economic,,,,,,,,,,91.3791519187654
COD,Congo - Kinshasa,Socio-economic vulnerability,Economic,,,,,,,,,6.7,
COD,Congo - Kinshasa,Socio-economic vulnerability,Environmental,,,,,,,,,6.7,
COD,Congo - Kinshasa,Stability,Political,,,,,,,,,-2.116205,
COD,Congo - Kinshasa,Strength of civil society,Environmental,,,,,,,,,0.372,
COD,Congo - Kinshasa,Strength of civil society,Societal,,,,,,,,,0.372,
COD,Congo - Kinshasa,Unemployment rate,Economic,,,,,,,,,4.15500020980835,
COD,Congo - Kinshasa,Uprooted people,Societal,,,,,,,,,9,
COD,Congo - Kinshasa,Urbanisation,Environmental,,,,,,,,,4.53982452244543,
COD,Congo - Kinshasa,Urbanisation,Societal,,,,,,,,,4.53982452244543,
COD,Congo - Kinshasa,Voice and accountability,Political,,,,,,,,,-1.512408,
COD,Congo - Kinshasa,Voice and accountability,Societal,,,,,,,,,-1.512408,
COD,Congo - Kinshasa,Women in parliament,Political,,,,,,,,,8.9,
COG,Congo - Brazzaville,Access to justice,Societal,,,,,,,,,0.442,
COG,Congo - Brazzaville,Aid dependency,Economic,,,,,,,,,0.4,
COG,Congo - Brazzaville,Armed security officers,Security,,,,,,,,,,1.282
COG,Congo - Brazzaville,Battle-related deaths,Security,,,,,,,,,0,
COG,Congo - Brazzaville,Clientelism,Political,,,,,,,,,0.898,
COG,Congo - Brazzaville,Conflict risk,Security,,,,,,,,,3.5,
COG,Congo - Brazzaville,Control over territory,Security,,,,,,,,,94.667,
COG,Congo - Brazzaville,Corruption,Political,,,,,,,,,19,
COG,Congo - Brazzaville,Debt,Economic,,,,,,,,,87.845,
COG,Congo - Brazzaville,Disaster risk,Environmental,,,,,,,,,3.8,
COG,Congo - Brazzaville,Education,Economic,,,,,,,,,0.539,
COG,Congo - Brazzaville,Environmental performance,Environmental,,,,,,,,,42.39,
COG,Congo - Brazzaville,Food insecurity,Economic,,,,,,,,,9,
COG,Congo - Brazzaville,Food insecurity,Environmental,,,,,,,,,9,
COG,Congo - Brazzaville,Formal alliances,Security,,,,,,,6,,,
COG,Congo - Brazzaville,GDP growth,Economic,,,,,,,,,-1.5492440284501,
COG,Congo - Brazzaville,Gender inequality,Societal,,,,,,,,,0.579,
COG,Congo - Brazzaville,GINI,Societal,,,,,,,,48.939998626709,,
COG,Congo - Brazzaville,Government effectiveness,Environmental,,,,,,,,,-1.217236,
COG,Congo - Brazzaville,Government effectiveness,Political,,,,,,,,,-1.217236,
COG,Congo - Brazzaville,Horizontal inequality,Societal,,,,,,,,,-0.635,
COG,Congo - Brazzaville,Impact of terrorism,Security,,,,,,,,,2.687,
COG,Congo - Brazzaville,Infectious diseases,Environmental,,,,,,,,313.227445072373,,
COG,Congo - Brazzaville,Judicial constraints,Political,,,,,,,,,0.183,
COG,Congo - Brazzaville,Legislative constraints,Political,,,,,,,,,0.179,
COG,Congo - Brazzaville,Non-state and one-sided violence,Security,,,,,,,,,0.0133842040159572,
COG,Congo - Brazzaville,Physical integrity,Political,,,,,,,,,0.098,
COG,Congo - Brazzaville,Police officers,Security,,,,,,,,,,2.5
COG,Congo - Brazzaville,Regional government independence,Political,,,,,,,,,0.774,
COG,Congo - Brazzaville,Regulatory quality,Economic,,,,,,,,,-1.362082,
COG,Congo - Brazzaville,Remoteness,Economic,,,,,,,53.792236328125,,,
COG,Congo - Brazzaville,Resource dependence,Economic,,,,,,,,42.6682770319322,,
COG,Congo - Brazzaville,Rule of law,Environmental,,,,,,,,,-1.101223,
COG,Congo - Brazzaville,Rule of law,Security,,,,,,,,,-1.101223,
COG,Congo - Brazzaville,Share of women in labour force,Economic,,,,,,,,,,93.5293772164659
COG,Congo - Brazzaville,Socio-economic vulnerability,Economic,,,,,,,,,5.5,
COG,Congo - Brazzaville,Socio-economic vulnerability,Environmental,,,,,,,,,5.5,
COG,Congo - Brazzaville,Stability,Political,,,,,,,,,-0.4428181,
COG,Congo - Brazzaville,Strength of civil society,Environmental,,,,,,,,,0.268,
COG,Congo - Brazzaville,Strength of civil society,Societal,,,,,,,,,0.268,
COG,Congo - Brazzaville,Unemployment rate,Economic,,,,,,,,,10.3819999694824,
COG,Congo - Brazzaville,Uprooted people,Societal,,,,,,,,,7.4,
COG,Congo - Brazzaville,Urbanisation,Environmental,,,,,,,,,3.26700441390168,
COG,Congo - Brazzaville,Urbanisation,Societal,,,,,,,,,3.26700441390168,
COG,Congo - Brazzaville,Violent crime,Security,,,,,,,0.666666666666667,,,
COG,Congo - Brazzaville,Voice and accountability,Political,,,,,,,,,-1.181061,
COG,Congo - Brazzaville,Voice and accountability,Societal,,,,,,,,,-1.181061,
COG,Congo - Brazzaville,Women in parliament,Political,,,,,,,,,11.3,
COL,Colombia,Access to justice,Societal,,,,,,,,,0.41,
COL,Colombia,Aid dependency,Economic,,,,,,,,,0.5,
COL,Colombia,Armed security officers,Security,,,,,,,,,,1.901
COL,Colombia,Battle-related deaths,Security,,,,,,,,,0.251488714689649,
COL,Colombia,Clientelism,Political,,,,,,,,,0.728,
COL,Colombia,Conflict risk,Security,,,,,,,,,7,
COL,Colombia,Control over territory,Security,,,,,,,,,74,
COL,Colombia,Corruption,Political,,,,,,,,,36,
COL,Colombia,Debt,Economic,,,,,,,,,52.159,
COL,Colombia,Disaster risk,Environmental,,,,,,,,,6.7,
COL,Colombia,Education,Economic,,,,,,,,,0.683,
COL,Colombia,Environmental performance,Environmental,,,,,,,,,65.22,
COL,Colombia,Food insecurity,Economic,,,,,,,,,1.2,
COL,Colombia,Food insecurity,Environmental,,,,,,,,,1.2,
COL,Colombia,Formal alliances,Security,,,,,,,4,,,
COL,Colombia,GDP growth,Economic,,,,,,,,,1.11227619537124,
COL,Colombia,Gender discrimination,Security,,,,,,,,14.9,,
COL,Colombia,Gender inequality,Societal,,,,,,,,,0.411,
COL,Colombia,GINI,Societal,,,,,,,,53.2999992370605,,
COL,Colombia,Government effectiveness,Environmental,,,,,,,,,-0.0852262,
COL,Colombia,Government effectiveness,Political,,,,,,,,,-0.0852262,
COL,Colombia,Homicide rate,Security,,,,,,,,24.9,,
COL,Colombia,Horizontal inequality,Societal,,,,,,,,,-0.218,
COL,Colombia,Impact of terrorism,Security,,,,,,,,,5.912,
COL,Colombia,Infectious diseases,Environmental,,,,,,,,29.1459290971414,,
COL,Colombia,Judicial constraints,Political,,,,,,,,,0.658,
COL,Colombia,Legislative constraints,Political,,,,,,,,,0.721,
COL,Colombia,NEET,Economic,,,,,,,,,22.59,
COL,Colombia,Non-state and one-sided violence,Security,,,,,,,,,0.0108737473499336,
COL,Colombia,Physical integrity,Political,,,,,,,,,0.629,
COL,Colombia,Police officers,Security,,,,,,,,,,2.559
COL,Colombia,Regional government independence,Political,,,,,,,,,0.987,
COL,Colombia,Regulatory quality,Economic,,,,,,,,,0.3277881,
COL,Colombia,Remoteness,Economic,,,,,,,62.7581977844238,,,
COL,Colombia,Resource dependence,Economic,,,,,,,,4.31500789741041,,
COL,Colombia,Rule of law,Environmental,,,,,,,,,-0.4078089,
COL,Colombia,Rule of law,Security,,,,,,,,,-0.4078089,
COL,Colombia,Share of women in labour force,Economic,,,,,,,,,,71.5307326112405
COL,Colombia,Socio-economic vulnerability,Economic,,,,,,,,,3.6,
COL,Colombia,Socio-economic vulnerability,Environmental,,,,,,,,,3.6,
COL,Colombia,Stability,Political,,,,,,,,,-0.8133885,
COL,Colombia,Strength of civil society,Environmental,,,,,,,,,0.731,
COL,Colombia,Strength of civil society,Societal,,,,,,,,,0.731,
COL,Colombia,Unemployment rate,Economic,,,,,,,,,9.0930004119873,
COL,Colombia,Uprooted people,Societal,,,,,,,,,10,
COL,Colombia,Urbanisation,Environmental,,,,,,,,,1.92912026786277,
COL,Colombia,Urbanisation,Societal,,,,,,,,,1.92912026786277,
COL,Colombia,Violent crime,Security,,,,,,,2.66666666666667,,,
COL,Colombia,Voice and accountability,Political,,,,,,,,,0.1913842,
COL,Colombia,Voice and accountability,Societal,,,,,,,,,0.1913842,
COL,Colombia,Women in parliament,Political,,,,,,,,,18.1,
COM,Comoros,Access to justice,Societal,,,,,,,,,0.477,
COM,Comoros,Aid dependency,Economic,,,,,,,,,3.1,
COM,Comoros,Battle-related deaths,Security,,,,,,,,,0,
COM,Comoros,Clientelism,Political,,,,,,,,,0.682,
COM,Comoros,Conflict risk,Security,,,,,,,,,0.3,
COM,Comoros,Control over territory,Security,,,,,,,,,70.6,
COM,Comoros,Corruption,Political,,,,,,,,,27,
COM,Comoros,Debt,Economic,,,,,,,,,20.971,
COM,Comoros,Disaster risk,Environmental,,,,,,,,,2.9,
COM,Comoros,Education,Economic,,,,,,,,,0.476,
COM,Comoros,Environmental performance,Environmental,,,,,,,,,44.24,
COM,Comoros,Food insecurity,Economic,,,,,,,,,7.3,
COM,Comoros,Food insecurity,Environmental,,,,,,,,,7.3,
COM,Comoros,Formal alliances,Security,,,,,,,5,,,
COM,Comoros,GDP growth,Economic,,,,,,,,,0.523712697729948,
COM,Comoros,Gender discrimination,Security,,,,,,,,28.2,,
COM,Comoros,Government effectiveness,Environmental,,,,,,,,,-1.639134,
COM,Comoros,Government effectiveness,Political,,,,,,,,,-1.639134,
COM,Comoros,Horizontal inequality,Societal,,,,,,,,,1.143,
COM,Comoros,Impact of terrorism,Security,,,,,,,,,0,
COM,Comoros,Infectious diseases,Environmental,,,,,,,,142.599759981462,,
COM,Comoros,Judicial constraints,Political,,,,,,,,,0.345,
COM,Comoros,Legislative constraints,Political,,,,,,,,,0.085,
COM,Comoros,NEET,Economic,,,,,27.58,,,,,
COM,Comoros,Non-state and one-sided violence,Security,,,,,,,,,0,
COM,Comoros,Physical integrity,Political,,,,,,,,,0.481,
COM,Comoros,Regional government independence,Political,,,,,,,,,0.882,
COM,Comoros,Regulatory quality,Economic,,,,,,,,,-1.117265,
COM,Comoros,Remoteness,Economic,,,,,,,63.8977584838867,,,
COM,Comoros,Resource dependence,Economic,,,,,,,,2.38412477868025,,
COM,Comoros,Rule of law,Environmental,,,,,,,,,-1.081078,
COM,Comoros,Rule of law,Security,,,,,,,,,-1.081078,
COM,Comoros,Share of women in labour force,Economic,,,,,,,,,,74.1422059318879
COM,Comoros,Socio-economic vulnerability,Economic,,,,,,,,,6.1,
COM,Comoros,Socio-economic vulnerability,Environmental,,,,,,,,,6.1,
COM,Comoros,Stability,Political,,,,,,,,,-0.2032647,
COM,Comoros,Strength of civil society,Environmental,,,,,,,,,0.706,
COM,Comoros,Strength of civil society,Societal,,,,,,,,,0.706,
COM,Comoros,Unemployment rate,Economic,,,,,,,,,3.71000003814697,
COM,Comoros,Uprooted people,Societal,,,,,,,,,0,
COM,Comoros,Urbanisation,Environmental,,,,,,,,,2.8658559669186,
COM,Comoros,Urbanisation,Societal,,,,,,,,,2.8658559669186,
COM,Comoros,Violent crime,Security,,,,,,,0.333333333333333,,,
COM,Comoros,Voice and accountability,Political,,,,,,,,,-0.4373426,
COM,Comoros,Voice and accountability,Societal,,,,,,,,,-0.4373426,
COM,Comoros,Women in parliament,Political,,,,,,,,,6.1,
CPV,Cape Verde,Access to justice,Societal,,,,,,,,,0.785,
CPV,Cape Verde,Aid dependency,Economic,,,,,,,,,5.1,
CPV,Cape Verde,Battle-related deaths,Security,,,,,,,,,0,
CPV,Cape Verde,Clientelism,Political,,,,,,,,,0.311,
CPV,Cape Verde,Conflict risk,Security,,,,,,,,,0,
CPV,Cape Verde,Control over territory,Security,,,,,,,,,99,
